character_name,character_speech
nora ,"['jeg', 'taler', 'ikke']"
frulinde ,"['så', 'taler', 'brevet', '\u200b', 'nora', 'tak', 'kristine', 'jeg', 'ved', 'nu', 'hvad', 'der', 'er', 'at', 'gøre', 'hys', '–']"
helmer ,"['nå', 'frue', 'har', 'de', 'så', 'beundret', 'hende']"
frulinde ,"['ja', 'og', 'nu', 'vil', 'jeg', 'sige', 'godnat']"
helmer ,"['å', 'hvad', 'allerede', 'er', 'det', 'deres', 'det', 'strikketøj']"
frulinde ,"['ja', 'tak', 'det', 'havde', 'jeg', 'så', 'nær', 'glemt', '\u200b', 'helmer', 'strikker', 'de', 'altså']"
frulinde ,"['å', 'ja']"
helmer ,"['ved', 'de', 'hvad', 'de', 'skulde', 'heller', 'brodere']"
frulinde ,"['så', 'hvorfor', 'det']"
helmer ,"['jo', 'for', 'det', 'er', 'langt', 'smukkere', 'vil', 'de', 'se', 'man', 'holder', 'broderiet', 'således', 'med', 'den', 'venstre', 'hånd', 'og', 'så', 'fører', 'man', 'med', 'den', 'højre', 'nålen', '–', 'således', '–', 'ud', 'i', 'en', 'let', 'langstrakt', 'bue', 'ikke', 'sandt', '–']"
frulinde ,"['jo', 'det', 'kan', 'vel', 'være', '–']"
helmer ,"['mens', 'derimod', 'at', 'strikke', '–', 'det', 'kan', 'aldrig', 'bli’e', 'andet', 'end', 'uskønt', 'se', 'her', 'de', 'sammenklemte', 'arme', '–', 'strikkepinderne', 'som', 'går', 'op', 'og', 'ned', '–', 'det', 'har', 'noget', 'kinesisk', 'ved', 'sig', '–', 'ah', 'det', 'var', 'virkelig', 'en', 'glimrende', 'champagne', 'der', 'blev', 'ser', 'veret', 'med']"
frulinde ,"['ja', 'godnat', 'nora', 'og', 'vær', 'nu', 'ikke', 'egensindig', 'mere']"
helmer ,"['vel', 'talt', 'fru', 'linde']"
frulinde ,"['godnat', 'herr', 'direktør']"
helmer ,"['godnat', 'godnat', 'jeg', 'håber', 'da', 'de', 'slipper', 'vel', 'hjem', 'jeg', 'skulde', 'så', 'gerne', '–', 'men', 'det', 'er', 'jo', 'ikke', 'noget', 'langt', 'stykke', 'de', 'har', 'at', 'gå', 'god', 'nat', 'godnat', 'se', 'så', 'endelig', 'fik', 'vi', 'hende', 'da', 'på', 'døren', 'hun', 'er', 'forskrækkelig', 'kedelig', 'det', 'menneske']"
nora ,"['er', 'du', 'ikke', 'meget', 'træt', 'torvald']"
helmer ,"['nej', 'ikke', 'det', 'mindste']"
nora ,"['ikke', 'søvnig', 'heller', '\u200b', 'helmer', 'aldeles', 'ikke', 'jeg', 'føler', 'mig', 'tvertimod', 'umåde', 'lig', 'oplivet', 'men', 'du', 'ja', 'du', 'ser', 'rigtignok', 'både', 'træt', 'og', 'søvnig', 'ud']"
nora ,"['ja', 'jeg', 'er', 'meget', 'træt', 'nu', 'vil', 'jeg', 'snart', 'sove']"
helmer ,"['ser', 'du', 'ser', 'du', 'det', 'var', 'altså', 'dog', 'rigtigt', 'af', 'mig', 'at', 'vi', 'ikke', 'blev', 'længere']"
nora ,"['a', 'det', 'er', 'alting', 'rigtigt', 'hvad', 'du', 'gør']"
helmer ,"['nu', 'taler', 'lærkefuglen', 'som', 'om', 'den', 'var', 'et', 'menneske', 'men', 'lagde', 'du', 'mærke', 'til', 'hvor', 'lystig', 'rank', 'var', 'iaften']"
nora ,"['så', 'var', 'han', 'det', 'jeg', 'fik', 'ikke', 'tale', 'med', 'ham']"
helmer ,"['jeg', 'næsten', 'heller', 'ikke', 'men', 'jeg', 'har', 'ikke', 'på', 'længe', 'set', 'ham', 'i', 'så', 'godt', 'lune', 'hm', '–', 'det', 'er', 'dog', 'herligt', 'at', 'være', 'kommen', 'hjem', 'til', 'sig', 'selv', 'igen', 'at', 'være', 'ganske', 'alene', 'med', 'dig', '–', 'å', 'du', 'henrivende', 'dej', 'lige', 'unge', 'kvinde']"
nora ,"['se', 'ikke', 'således', 'på', 'mig', 'torvald']"
helmer ,"['skal', 'jeg', 'ikke', 'se', 'på', 'min', 'dyreste', 'ejendom', 'på', 'al', 'den', 'herlighed', 'som', 'er', 'min', 'min', 'alene', 'min', 'hel', 'og', 'holden']"
nora ,"['du', 'skal', 'ikke', 'tale', 'således', 'til', 'mig', 'inat']"
helmer ,"['du', 'har', 'endnu', 'tarantellaen', 'i', 'blodet', 'mærker', 'jeg', 'og', 'det', 'gør', 'dig', 'endda', 'mere', 'forlokkende', 'hør', 'nu', 'begynder', 'gæsterne', 'at', 'gå', 'nora', '–', 'snart', 'er', 'det', 'stille', 'i', 'hele', 'huset']"
nora ,"['ja', 'det', 'håber', 'jeg']"
helmer ,"['ja', 'ikke', 'sandt', 'min', 'egen', 'elskede', 'nora', 'å', 'ved', 'du', 'vel', '–', 'når', 'jeg', 'således', 'er', 'ude', 'med', 'dig', 'i', 'selskab', '–', 'ved', 'du', 'hvorfor', 'jeg', 'taler', 'så', 'lidet', 'til', 'dig', 'holder', 'mig', 'så', 'fjernt', 'fra', 'dig', 'bare', 'sender', 'dig', 'et', 'stjålent', 'øjekast', 'iblandt', '–', 'ved', 'du', 'hvorfor', 'jeg', 'gør', 'det', 'det', 'er', 'fordi', 'jeg', 'da', 'bilder', 'mig', 'ind', 'at', 'du', 'er', 'min', 'hemmelig', 'elskede\u200b', 'min', 'unge', 'hemmelig', 'forlovede', 'og', 'at', 'ingen', 'aner', 'at', 'der', 'er', 'noget', 'imellem', 'os', 'to']"
nora ,"['å', 'ja', 'ja', 'ja', 'jeg', 'ved', 'jo', 'nok', 'at', 'alle', 'dine', 'tanker', 'er', 'hos', 'mig']"
helmer ,"['og', 'når', 'vi', 'så', 'skal', 'gå', 'og', 'jeg', 'lægger', 'schavlet', 'om', 'dine', 'fine', 'ungdomsfulde', 'skuldre', '–', 'om', 'denne', 'vidunderlige', 'nakkebøjning', '–', 'da', 'forestiller', 'jeg', 'mig', 'at', 'du', 'er', 'min', 'unge', 'brud', 'at', 'vi', 'netop', 'kommer', 'fra', 'vielsen', 'at', 'jeg', 'for', 'første', 'gang', 'fører', 'dig', 'ind', 'i', 'min', 'bolig', '–', 'at', 'jeg', 'for', 'første', 'gang', 'er', 'alene', 'med', 'dig', '–', 'ganske', 'alene', 'med', 'dig', 'du', 'unge', 'skælvende', 'dejlighed', 'hele', 'denne', 'aften', 'har', 'jeg', 'ikke', 'havt', 'nogen', 'anden', 'længsel', 'end', 'dig', 'da', 'jeg', 'så', 'dig', 'jage', 'og', 'lokke', 'i', 'tarantellaen', '–', 'mit', 'blod', 'kogte', 'jeg', 'holdt', 'det', 'ikke', 'længer', 'ud', '–', 'derfor', 'var', 'det', 'jeg', 'tog', 'dig', 'med', 'mig', 'herned', 'så', 'tidligt', '–']"
nora ,"['gå', 'nu', 'torvald', 'du', 'skal', 'gå', 'fra', 'mig', 'jeg', 'vil', 'ikke', 'alt', 'dette']"
helmer ,"['hvad', 'skal', 'det', 'sige', 'du', 'leger', 'nok', 'spøge', 'fugl', 'med', 'mig', 'lille', 'nora', 'vil', 'vil', 'er', 'jeg', 'ikke', 'din', 'mand', '–']"
nora ,"['hørte', 'du', '–']"
helmer ,"['hvem', 'er', 'det']"
doktor ,"['rank', 'det', 'er', 'mig', 'tør', 'jeg', 'komme', 'ind', 'et', 'øjeblik']"
helmer ,"['å', 'hvad', 'vil', 'han', 'da', 'nu', 'vent', 'lidt', 'nå', 'det', 'er', 'jo', 'snilt', 'at', 'du', 'ikke', 'går', 'vor', 'dør', 'forbi']"
rank ,"['jeg', 'syntes', 'jeg', 'hørte', 'din', 'stemme', 'og', 'så', 'vilde', 'jeg', 'dog', 'gerne', 'se', 'indom', 'ak', 'ja', 'disse', 'kære', 'kendte', 'tomter', 'i', 'har', 'det', 'lunt', 'og', 'hyggeligt', 'inde', 'hos', 'jer', 'i', 'to']"
helmer ,"['det', 'lod', 'til', 'at', 'du', 'hygged', 'dig', 'ret', 'godt', 'oven', 'på', 'også']"
rank ,"['fortrinligt', 'hvorfor', 'skulde', 'jeg', 'ikke', 'det', 'hvorfor', 'skal', 'man', 'ikke', 'tage', 'alting', 'med', 'i', 'denne', 'verden', 'ialfald', 'så', 'meget', 'man', 'kan', 'og', 'så', 'længe', 'man', 'kan', 'vinen', 'var', 'fortræffelig', '–']"
helmer ,"['champagnen', 'især']"
rank ,"['lagde', 'du', 'også', 'mærke', 'til', 'det', 'det', 'er', 'næsten', 'utroligt', 'hvor', 'meget', 'jeg', 'kunde', 'skylle', 'ned']"
nora ,"['torvald', 'drak', 'også', 'meget', 'champagne', 'iaften']"
rank ,['så']
nora ,"['ja', 'og', 'da', 'er', 'han', 'altid', 'så', 'fornøjelig', 'bagefter']"
rank ,"['nå', 'hvorfor', 'skal', 'man', 'ikke', 'ta’e', 'sig', 'en', 'glad', 'aften', 'efter', 'en', 'vel', 'anvendt', 'dag']"
helmer ,"['vel', 'anvendt', 'det', 'tør', 'jeg', 'desværre', 'ikke', 'rose', 'mig', 'af']"
rank ,"['men', 'det', 'tør', 'jeg', 'ser', 'du']"
nora ,"['doktor', 'rank', 'de', 'har', 'visst', 'foretaget', 'en', 'videnskabelig', 'undersøgelse', 'idag']"
rank ,"['ja', 'netop']"
helmer ,"['se', 'se', 'lille', 'nora', 'taler', 'om', 'videnskabelige', 'undersøgelser']"
nora ,"['og', 'tør', 'jeg', 'ønske', 'dem', 'til', 'lykke', 'med', 'ud', 'faldet']"
rank ,"['ja', 'såmæn', 'tør', 'de', 'så']"
nora ,"['det', 'var', 'altså', 'godt']"
rank ,"['det', 'bedst', 'mulige', 'både', 'for', 'lægen', 'og', 'for', 'pa', 'tienten', '–', 'visshed']"
nora ,['visshed']
rank ,"['fuld', 'visshed', 'skulde', 'jeg', 'så', 'ikke', 'tage', 'mig', 'en', 'lystig', 'aften', 'bagefter']"
nora ,"['jo', 'det', 'gjorde', 'de', 'ret', 'i', 'doktor', 'rank']"
helmer ,"['det', 'siger', 'jeg', 'med', 'bare', 'du', 'ikke', 'kommer', 'til', 'at', 'svie', 'for', 'det', 'imorgen']"
rank ,"['nå', 'man', 'får', 'jo', 'ikke', 'noget', 'for', 'ingenting', 'her', 'i', 'livet', '\u200b', 'nora', 'doktor', 'rank', '–', 'de', 'holder', 'visst', 'meget', 'af', 'maskerader']"
rank ,"['ja', 'når', 'der', 'er', 'brav', 'mange', 'løjerlige', 'forklæd', 'ninger', '–']"
nora ,"['hør', 'her', 'hvad', 'skal', 'vi', 'to', 'være', 'på', 'den', 'næste', 'maskerade']"
helmer ,"['du', 'lille', 'letsindige', '–', 'tænker', 'du', 'nu', 'alt', 'på', 'den', 'næste']"
rank ,"['vi', 'to', 'jo', 'det', 'skal', 'jeg', 'sige', 'dem', 'de', 'skal', 'være', 'lykkebarn', '–']"
helmer ,"['ja', 'men', 'find', 'på', 'et', 'kostume', 'som', 'kan', 'be', 'tegne', 'det']"
rank ,"['lad', 'din', 'hustru', 'møde', 'som', 'hun', 'står', 'og', 'går', 'igennem', 'verden', '–']"
helmer ,"['det', 'var', 'virkelig', 'træffende', 'sagt', 'men', 'ved', 'du', 'ikke', 'hvad', 'du', 'selv', 'vil', 'være']"
rank ,"['jo', 'min', 'kære', 'ven', 'det', 'er', 'jeg', 'fuldkommen', 'på', 'det', 'rene', 'med', '\u200b', 'helmer', 'nå']"
rank ,"['på', 'næste', 'maskerade', 'vil', 'jeg', 'være', 'usynlig']"
helmer ,"['det', 'var', 'et', 'pudsigt', 'indfald']"
rank ,"['der', 'findes', 'en', 'stor', 'sort', 'hat', '–', 'har', 'du', 'ikke', 'hørt', 'tale', 'om', 'usynlighedshatten', 'den', 'får', 'en', 'over', 'sig', 'og', 'så', 'er', 'der', 'ingen', 'som', 'ser', 'en']"
helmer ,"['nej', 'det', 'har', 'du', 'ret', 'i']"
rank ,"['men', 'jeg', 'glemmer', 'jo', 'rent', 'hvad', 'jeg', 'kom', 'for', 'helmer', 'giv', 'mig', 'en', 'cigar', 'en', 'af', 'de', 'mørke', 'havanna']"
helmer ,"['med', 'største', 'fornøjelse']"
rank ,['tak']
nora ,"['lad', 'mig', 'gi’e', 'dem', 'ild']"
rank ,"['tak', 'for', 'det', 'og', 'så', 'farvel', '\u200b', 'helmer', 'farvel', 'farvel', 'kære', 'ven', '\u200b', 'nora', 'sov', 'godt', 'doktor', 'rank']"
rank ,"['tak', 'for', 'det', 'ønske']"
nora ,"['ønsk', 'mig', 'det', 'samme']"
rank ,"['dem', 'nå', 'ja', 'når', 'de', 'vil', 'det', '–', 'sov', 'godt', 'og', 'tak', 'for', 'ilden']"
helmer ,"['han', 'havde', 'drukket', 'betydeligt']"
nora ,"['kanske', 'det']"
nora ,"['torvald', '–', 'hvad', 'vil', 'du', 'der']"
helmer ,"['jeg', 'må', 'tømme', 'brevkassen', 'den', 'er', 'ganske', 'fuld', 'der', 'blir', 'ikke', 'plads', 'til', 'aviserne', 'imorgen', 'tidlig', '–']"
nora ,"['vil', 'du', 'arbejde', 'inat', '\u200b', 'helmer', 'det', 'ved', 'du', 'jo', 'jeg', 'ikke', 'vil', '–', 'hvad', 'er', 'det', 'her', 'har', 'været', 'nogen', 'ved', 'låsen']"
nora ,"['ved', 'låsen', '–']"
helmer ,"['ja', 'visst', 'har', 'der', 'så', 'hvad', 'kan', 'det', 'være', 'jeg', 'skulde', 'dog', 'aldrig', 'tro', 'at', 'pigerne', '–', 'her', 'ligger', 'en', 'afbrækket', 'hårnål', 'nora', 'det', 'er', 'din', '–']"
nora ,"['så', 'må', 'det', 'være', 'børnene', '–']"
helmer ,"['det', 'må', 'du', 'sandelig', 'vænne', 'dem', 'af', 'med', 'hm', 'hm', '–', 'nå', 'der', 'fik', 'jeg', 'den', 'op', 'alligevel', 'helene', '–', 'he', 'lene', 'sluk', 'lampen', 'i', 'entréen']"
helmer ,"['se', 'her', 'vil', 'du', 'se', 'hvorledes', 'det', 'har', 'op', 'hobet', 'sig', 'hvad', 'er', 'det', 'for', 'noget']"
nora ,"['brevet', 'å', 'nej', 'nej', 'torvald']"
helmer ,"['to', 'visitkort', '–', 'fra', 'rank', '\u200b', 'nora', 'fra', 'doktor', 'rank']"
helmer ,"['doktor', 'medicinæ', 'rank', 'de', 'lå', 'øverst', 'han', 'må', 'have', 'stukket', 'dem', 'ind', 'da', 'han', 'gik']"
nora ,"['står', 'der', 'noget', 'på', 'dem', '\u200b', 'helmer', 'der', 'står', 'et', 'sort', 'kors', 'over', 'navnet', 'se', 'her', 'det', 'er', 'dog', 'et', 'uhyggeligt', 'påfund', 'det', 'er', 'jo', 'som', 'om', 'han', 'meldte', 'sit', 'eget', 'dødsfald']"
nora ,"['det', 'gør', 'han', 'også']"
helmer ,"['hvad', 'ved', 'du', 'noget', 'har', 'han', 'sagt', 'dig', 'noget']"
nora ,"['ja', 'når', 'de', 'kort', 'kommer', 'så', 'har', 'han', 'taget', 'afsked', 'med', 'os', 'han', 'vil', 'lukke', 'sig', 'inde', 'og', 'dø']"
helmer ,"['min', 'stakkers', 'ven', 'jeg', 'vidste', 'jo', 'at', 'jeg', 'ikke', 'skulde', 'få', 'beholde', 'ham', 'længe', 'men', 'så', 'snart', '–', 'og', 'så', 'gemmer', 'han', 'sig', 'bort', 'som', 'et', 'såret', 'dyr']"
nora ,"['når', 'det', 'skal', 'ske', 'så', 'er', 'det', 'bedst', 'at', 'det', 'sker', 'uden', 'ord', 'ikke', 'sandt', 'torvald']"
helmer ,"['han', 'var', 'så', 'sammenvokset', 'med', 'os', 'jeg', 'synes', 'ikke', 'jeg', 'kan', 'tænke', 'mig', 'ham', 'borte', 'han', 'med', 'sine', 'lidelser', 'og', 'med', 'sin', 'ensomhed', 'gav', 'lige', 'som', 'en', 'skyet', 'baggrund', 'for', 'vor', 'sollyse', 'lykke', '–', 'nå', 'det', 'er', 'kanske', 'bedst', 'således', 'for', 'ham', 'ial', 'fald', 'og', 'måske', 'også', 'for', 'os', 'nora', 'nu', 'er', 'vi', 'to', 'så', 'ganske', 'henvist', 'til', 'hinanden', 'alene', 'å', 'du', 'min', 'elskede', 'hustru', 'jeg', 'synes', 'ikke', 'jeg', 'kan', 'holde', 'dig', 'fast', 'nok', 'ved', 'du', 'vel', 'nora', '–', 'mangengang', 'ønsker', 'jeg', 'at', 'en', 'over', 'hængende', 'fare', 'måtte', 'true', 'dig', 'for', 'at', 'jeg', 'kunde', 'vove', 'liv', 'og', 'blod', 'og', 'alt', 'alt', 'for', 'din', 'skyld']"
nora ,"['nu', 'skal', 'du', 'læse', 'dine', 'breve', 'torvald']"
helmer ,"['nej', 'nej', 'ikke', 'inat', 'jeg', 'vil', 'være', 'hos', 'dig', 'min', 'elskede', 'hustru']"
nora ,"['med', 'dødstanken', 'på', 'din', 'ven', '–']"
helmer ,"['du', 'har', 'ret', 'dette', 'har', 'rystet', 'os', 'begge', 'der', 'er', 'kommet', 'uskønhed', 'ind', 'imellem', 'os', 'tanker', 'om', 'død', 'og', 'opløsning', 'dette', 'må', 'vi', 'søge', 'frigørelse', 'for', 'indtil', 'da', '–', 'vi', 'vil', 'gå', 'hver', 'til', 'sit']"
nora ,"['torvald', '–', 'godnat', 'godnat']"
helmer ,"['godnat', 'du', 'min', 'lille', 'sangfugl', 'sov', 'godt', 'nora', 'nu', 'læser', 'jeg', 'brevene', 'igennem']"
nora ,"['aldrig', 'se', 'ham', 'mere', 'aldrig', 'aldrig', 'aldrig', 'aldrig', 'se', 'børnene', 'mere', 'heller', 'ikke', 'dem', 'heller', 'aldrig', 'aldrig', '–', 'å', 'det', 'iskolde', 'sorte', 'vand', 'å', 'det', 'bundløse', '–', 'dette', '–', 'å', 'når', 'det', 'bare', 'var', 'over', '–', 'nu', 'har', 'han', 'det', 'nu', 'læser', 'han', 'det', 'å', 'nej', 'nej', 'ikke', 'endnu', 'torvald', 'farvel', 'du', 'og', 'børnene', '–']"
helmer ,['nora']
nora ,"['ah', '–']"
helmer ,"['hvad', 'er', 'det', 'ved', 'du', 'hvad', 'der', 'står', 'i', 'dette', 'brev']"
nora ,"['ja', 'jeg', 'ved', 'det', 'lad', 'mig', 'gå', 'lad', 'mig', 'komme', 'ud']"
helmer ,"['hvor', 'vil', 'du', 'hen']"
nora ,"['du', 'skal', 'ikke', 'redde', 'mig', 'torvald']"
helmer ,"['sandt', 'er', 'det', 'sandt', 'hvad', 'han', 'skriver', 'for', 'færdeligt', 'nej', 'nej', 'det', 'er', 'jo', 'umuligt', 'at', 'dette', 'kan', 'være', 'sandt']"
nora ,"['det', 'er', 'sandt', 'jeg', 'har', 'elsket', 'dig', 'over', 'alt', 'i', 'verdens', 'rige']"
helmer ,"['å', 'kom', 'ikke', 'her', 'med', 'tåbelige', 'udflugter']"
nora ,"['torvald', '–']"
helmer ,"['du', 'ulyksalige', '–', 'hvad', 'er', 'det', 'du', 'har', 'fore', 'taget', 'dig']"
nora ,"['lad', 'mig', 'komme', 'bort', 'du', 'skal', 'ikke', 'bære', 'det', 'for', 'min', 'skyld', 'du', 'skal', 'ikke', 'tage', 'det', 'på', 'dig']"
helmer ,"['ikke', 'noget', 'komediespil', 'her', 'blir', 'du', 'og', 'står', 'mig', 'til', 'regnskab', 'forstår', 'du', 'hvad', 'du', 'har', 'gjort', 'svar', 'mig', 'forstår', 'du', 'det', '\u200b', 'nora', 'ja', 'nu', 'begynder', 'jeg', 'at', 'forstå', 'det', 'tilbunds', '\u200b', 'helmer', 'å', 'hvor', 'forfærdeligt', 'jeg', 'er', 'vågnet', 'op', 'i', 'alle', 'disse', 'otte', 'år', '–', 'hun', 'som', 'var', 'min', 'lyst', 'og', 'stolthed', '–', 'en', 'hyklerske', 'en', 'løgnerske', '–', 'værre', 'værre', '–', 'en', 'forbryderske', '–', 'å', 'denne', 'bund', 'løse', 'hæslighed', 'som', 'ligger', 'i', 'alt', 'dette', 'fy', 'fy']"
helmer ,"['jeg', 'burde', 'have', 'anet', 'at', 'noget', 'sligt', 'vilde', 'ske', 'jeg', 'burde', 'have', 'forudset', 'det', 'alle', 'din', 'faders', 'letsindige', 'grundsætninger', '–', 'ti', 'alle', 'din', 'faders', 'letsindige', 'grundsætninger', 'har', 'du', 'taget', 'i', 'arv', 'ingen', 'religion', 'ingen', 'moral', 'ingen', 'pligtfølelse', '–', 'å', 'hvor', 'jeg', 'er', 'bleven', 'straffet', 'for', 'at', 'jeg', 'så', 'igen', 'nem', 'fingre', 'med', 'ham', 'for', 'din', 'skyld', 'gjorde', 'jeg', 'det', 'og', 'således', 'lønner', 'du', 'mig']"
nora ,"['ja', 'således']"
helmer ,"['nu', 'har', 'du', 'ødelagt', 'hele', 'min', 'lykke', 'hele', 'min', 'fremtid', 'har', 'du', 'forspildt', 'for', 'mig', 'å', 'det', 'er', 'forfærdeligt', 'at', 'tænke', 'på', 'jeg', 'er', 'i', 'et', 'samvittig', 'hedsløst', 'menneskes', 'vold', 'han', 'kan', 'gøre', 'med', 'mig', 'hvad', 'han', 'vil', 'forlange', 'af', 'mig', 'hvad', 'det', 'skal', 'være', 'byde', 'og', 'befale', 'over', 'mig', 'som', 'det', 'lyster', 'ham', '–', 'jeg', 'tør', 'ikke', 'kny', 'og', 'så', 'jammerligt', 'må', 'jeg', '\u200b', 'synke', 'ned', 'og', 'gå', 'tilgrunde', 'for', 'en', 'letsindig', 'kvindes', 'skyld']"
nora ,"['når', 'jeg', 'er', 'ude', 'af', 'verden', 'så', 'er', 'du', 'fri']"
helmer ,"['å', 'ingen', 'fagter', 'slige', 'talemåder', 'havde', 'din', 'fader', 'også', 'på', 'rede', 'hånd', 'hvad', 'vilde', 'det', 'nytte', 'mig', 'at', 'du', 'var', 'ude', 'af', 'verden', 'som', 'du', 'siger', 'ikke', 'det', 'ringeste', 'vilde', 'det', 'nytte', 'mig', 'han', 'kan', 'gøre', 'sagen', 'bekendt', 'alligevel', 'og', 'gør', 'han', 'det', 'så', 'blir', 'jeg', 'kanske', 'mistænkt', 'for', 'at', 'have', 'været', 'vidende', 'om', 'din', 'forbryderske', 'handling', 'man', 'vil', 'kanske', 'tro', 'at', 'jeg', 'har', 'stået', 'bagved', '–', 'at', 'det', 'er', 'mig', 'som', 'har', 'tilskyndet', 'dig', 'og', 'alt', 'dette', 'kan', 'jeg\u200b', 'takke', 'dig', 'for', 'dig', 'som', 'jeg', 'har', 'båret', 'på', 'hænderne', 'gennem', 'hele', 'vort', 'ægteskab', 'forstår', 'du', 'nu', 'hvad', 'du', 'har', 'gjort', 'imod', 'mig']"
nora ,['ja']
helmer ,"['dette', 'er', 'så', 'utroligt', 'at', 'jeg', 'ikke', 'kan', 'fast', 'holde', 'det', 'men', 'vi', 'må', 'se', 'at', 'komme', 'tilrette', 'tag', 'schavlet', 'af', 'tag', 'det', 'af', 'siger', 'jeg', 'jeg', 'må', 'se', 'at', 'tilfredsstille', 'ham', 'på', 'en', 'eller', 'anden', 'måde', 'sagen', 'må', 'dysses', 'ned', 'for', 'enhver', 'pris', '–', 'og', 'hvad', 'dig', 'og', 'mig', 'angår', 'så', 'må', 'det', 'se', 'ud', 'som', 'om', 'alt', 'var', 'imellem', 'os', 'ligesom', 'før', 'men', 'naturligvis', 'kun', 'for', 'verdens', 'øjne', 'du', 'blir', 'altså', '\u200b', 'fremdeles', 'her', 'i', 'huset', 'det', 'er', 'en', 'selvfølge', 'men', 'børnene', 'får', 'du', 'ikke', 'lov', 'til', 'at', 'opdrage', 'dem', 'tør', 'jeg', 'ikke', 'betro', 'dig', '–', 'å', 'at', 'måtte', 'sige', 'dette', 'til', 'hende', 'som', 'jeg', 'har', 'elsket', 'så', 'højt', 'og', 'som', 'jeg', 'endnu', '–', 'nå', 'det', 'må', 'være', 'forbi', 'herefter', 'dags', 'gælder', 'det', 'ikke', 'længere', 'lykken', 'det', 'gælder', 'bare', 'at', 'redde', 'resterne', 'stumperne', 'skinnet', '–']"
helmer ,"['hvad', 'er', 'det', 'så', 'sent', 'skulde', 'det', 'forfærde', 'ligste', '–', 'skulde', 'han', '–', 'skjul', 'dig', 'nora', 'sig', 'du', 'er', 'syg']"
stuepigen ,"['her', 'kom', 'et', 'brev', 'til', 'fruen']"
helmer ,"['giv', 'mig', 'det', 'ja', 'det', 'er', 'fra', 'ham', 'du', 'får', 'det', 'ikke', 'jeg', 'vil', 'selv', 'læse', 'det']"
nora ,"['læs', 'du']"
helmer ,"['jeg', 'har', 'næppe', 'mod', 'til', 'det', 'kanske', 'er', 'vi', 'fortabte', 'både', 'du', 'og', 'jeg', 'nej', 'jeg', 'må', 'vide', 'det', 'nora']"
helmer ,"['nora', '–', 'nej', 'jeg', 'må', 'læse', 'det', 'endnu', 'en', 'gang', '–', 'jo', 'jo', 'så', 'er', 'det', 'jeg', 'er', 'frelst', 'nora', 'jeg', 'er', 'frelst', '\u200b', 'nora', 'og', 'jeg']"
helmer ,"['du', 'også', 'naturligvis', 'vi', 'er', 'frelste', 'begge', 'to', 'både', 'du', 'og', 'jeg', 'se', 'her', 'han', 'sender', 'dig', 'dit', 'gældsbevis', 'tilbage', 'han', 'skriver', 'at', 'han', 'fortryder', 'og', 'angrer', '–', 'at', 'et', 'lykkeligt', 'omslag', 'i', 'hans', 'liv', '–', 'å', 'det', 'kan', 'jo', 'være', 'det', 'samme', 'hvad', 'han', 'skriver', 'vi', 'er', 'frelste', 'nora', 'der', 'er', 'ingen', 'som', 'kan', 'gøre', 'dig', 'noget', 'å', 'nora', 'nora', '–', 'nej', 'først', 'alt', 'dette', 'afskyelige', 'ud', 'af', 'verden', 'lad', 'mig', 'se', '–', 'nej', 'jeg', 'vil', 'ikke', 'se', 'det', 'det', 'skal', 'ikke', 'være', 'for', 'mig', 'andet', 'end', 'en', 'drøm', 'altsammen', 'se', 'så', 'nu', 'er', 'det', 'ikke', 'mere', 'til', '–', 'han', 'skrev', 'at', 'du', 'siden', 'julaften', '–', 'å', 'det', 'må', 'have', 'været', 'tre', 'forfærdelige', 'dage', 'for', 'dig', 'nora']"
nora ,"['jeg', 'har', 'kæmpet', 'en', 'hård', 'strid', 'i', 'disse', 'tre', 'dage']"
helmer ,"['og', 'våndet', 'dig', 'og', 'ikke', 'øjnet', 'anden', 'udvej', 'end', '–', 'nej', 'vi', 'vil', 'ikke', 'mindes', 'alt', 'dette', 'hæs', 'lige', 'vi', 'vil', 'kun', 'juble', 'og', 'gentage', 'det', 'er', 'over', 'det', 'er', 'over', 'hør', 'dog', 'på', 'mig', 'nora', 'du', 'synes', 'ikke', 'at', 'fatte', 'det', 'det', 'er', 'over', 'hvad', 'er', 'det', 'dog', 'for', 'noget', '–', 'dette', 'stivnede', 'udtryk', 'å', 'stakkers', 'lille', 'nora', 'jeg', 'forstår', 'det', 'nok', 'du', 'synes', 'ikke', 'du', 'kan', 'tro', 'på', 'at', 'jeg', 'har', 'tilgivet', 'dig', 'men', 'det', 'har', 'jeg', 'nora', 'jeg', 'sværger', 'dig', 'til', 'jeg', 'har', 'tilgivet', 'dig', 'alt', 'jeg', 'ved', 'jo', 'at', 'hvad', 'du', 'gjorde', 'det', 'gjorde', 'du', 'af', 'kærlighed', 'til', 'mig']"
nora ,"['det', 'er', 'sandt']"
